Target	Log2FC	padj
AT5G63620	0.351374446490967	0.00627550827054279
AT1G30760	-0.536239462333437	0.00629389503589259
AT1G27770	-0.364037985155587	0.00632589030187232
AT2G03590	0.672979934504702	0.00632589030187232
AT4G04570	-0.612432294473289	0.00632589030187232
AT3G28100	0.950430453662392	0.00633988902318787
AT5G49850	0.395273958792396	0.00636691956525539
AT2G23400	-1.45926926911561	0.00638525771709835
AT5G28640	0.396104466462312	0.00640087756678279
AT1G77730	1.52448678533335	0.00644109301628634
AT4G25560	0.751217118875927	0.00644109301628634
AT2G23420	-0.344632020523871	0.00670235467449649
AT3G28040	0.719483971015414	0.00670235467449649
AT5G39590	-0.282764099601243	0.00671086026915077
AT4G37050	1.69218042125493	0.00672132823688461
AT1G06137	-1.50377676368747	0.0067443114358832
AT4G34138	-0.451115976882038	0.00677113505308855
AT5G48100	-0.950401523109744	0.00680017860359444
AT4G21910	0.405492600245522	0.00693929389088836
AT1G12400	0.905497769083954	0.00695791566441735
AT1G23900	0.237793232610315	0.00703769412620812
AT3G01760	-0.941398066289851	0.00707319467742048
AT1G16370	1.17375515730993	0.0071081584686966
AT1G23980	0.609365389302088	0.0071081584686966
AT1G13390	0.385903219301094	0.00717212709133612
AT1G50750	-1.08263167121931	0.00721195171089231
AT5G46260	0.749070461390339	0.00723217911471433
AT3G16560	-0.478321463571049	0.0072451662849358
AT4G36500	-0.535304850669445	0.00725552526498147
AT4G15563	0.575478235794046	0.00726172745451297
AT5G26000	-7.61351771798018	0.00726172745451297
AT1G27620	-0.645386891125821	0.00726187612812434
AT5G48020	0.307354610708003	0.00726187612812434
AT5G21090	-0.215442440300385	0.00732438022116531
AT1G14480	-1.06149223642378	0.00733340280673193
AT2G20670	-0.851627474922212	0.00736329684284946
AT1G22160	0.844685001666827	0.00743209085571897
AT1G78200	0.488017383677457	0.00745324190585253
AT5G01520	0.599343049262223	0.00745324190585253
AT5G45113	-4.84511618349209	0.00750835362046476
AT5G64170	0.334875025453977	0.00754366508417365
AT1G60750	-0.96009530623902	0.00755909321683817
AT2G20850	-0.42404150706781	0.00771307455848148
AT4G19840	-0.778342994890996	0.00771579586857262
AT5G44070	-0.339918436953557	0.00771579586857262
AT5G17770	-0.208226392935128	0.00777340351514788
AT5G35940	0.603630999113289	0.0078142742349348
AT5G06110	-0.216338451447479	0.00784412274932948
AT5G54145	0.577132851626559	0.00784449342352647
AT4G00230	-0.52521910753618	0.00784949264749306
AT5G19600	-0.554604461775436	0.00784949264749306
AT3G44680	0.550622482598957	0.00786746300274607
AT1G22150	-1.79497271495288	0.0078756415927419
AT3G16330	-0.552582208073661	0.00792067014907929
AT3G47790	0.515032271208286	0.00792067014907929
AT4G11470	-0.996802296886463	0.00792067014907929
AT1G73280	0.787223386907337	0.00809958321825053
AT2G46550	0.387853911084445	0.00809958321825053
AT1G04590	0.405148207432821	0.00818248016575644
AT5G46890	1.25068590980432	0.00823112841850418
AT1G11050	-0.372105229834342	0.00824094498250071
AT1G75730	-0.47994237563921	0.00826544593523269
AT2G35585	0.674822643917136	0.00829392192501805
AT5G36140	1.23427519498411	0.00829392192501805
AT3G23570	-0.311986026076524	0.00831914762399506
AT1G18440	0.710808689414018	0.00839740850400683
AT4G38470	-0.471644876659341	0.00839740850400683
AT5G13320	-0.913209373498347	0.00839788951177693
AT4G00670	-0.631421314680419	0.0084427531988822
AT5G45050	0.35109881230725	0.0084427531988822
AT1G20030	0.652717847776441	0.00845428442467872
AT1G21130	-0.627715066166553	0.00845428442467872
AT3G50750	1.2302622393321	0.00852720225906435
AT3G19450	0.236956219981491	0.00856746514781017
AT3G54450	-2.22841691145735	0.00859362411958069
AT4G25620	0.564264278230847	0.00859362411958069
AT5G57560	-0.89284687060557	0.0085952783536225
AT2G36690	1.11834743106841	0.00862114310561308
AT5G51740	0.484813716128301	0.00866303800141195
AT2G39400	-0.755532487573747	0.00871611835203982
AT4G00700	0.503922797655735	0.00884152651675284
AT1G65985	0.343331383346057	0.00884644065519148
AT3G01670	-1.0840637192202	0.00885973212669246
AT1G37130	0.250652419522173	0.00890447494878638
AT5G28020	0.41123823420255	0.00892127400774858
AT5G63810	-0.585252816831006	0.00897316414858373
AT1G23140	0.732494873824649	0.0090960780843636
AT4G21350	0.443059247594117	0.00910952637417466
AT4G19920	-0.828079991781922	0.00913680281627415
AT1G73780	1.603606884545	0.00917896846041921
AT5G07010	0.656811827678087	0.00926290276880661
AT1G68600	2.55941938132415	0.00936122418143585
AT2G47930	0.605515149513195	0.00945721598572458
AT1G70500	-1.02060805697026	0.00949484208187173
AT5G46670	-4.0621924628236	0.00949484208187173
AT5G62530	-0.534520014777731	0.00950091876964172
AT1G27210	0.34836426840537	0.00951703951415672
AT4G10550	-0.610811269969942	0.0095321920021652
AT5G43630	0.290233589575707	0.0095321920021652
AT1G23010	0.496779863609284	0.0095616424539893
AT3G53540	-0.290208865306549	0.00956234960403778
AT2G47540	0.452805617550009	0.0097263787665792
AT1G75030	-0.971462128925098	0.00973095350826588
AT5G48290	0.492318504847013	0.00977056753771684
AT1G32060	-2.34554008798445	0.00980867246970263
AT1G08990	0.382943529665817	0.00982964919135793
AT3G50410	0.926973748241826	0.00989819794070737
AT5G50560	0.896311464554571	0.00989819794070737
AT4G21940	-1.52210036657424	0.00995353516836701
AT1G34110	0.270877855204183	0.0100160356424764
AT2G20610	-0.342285023476051	0.0100461618877354
AT5G64000	0.378551968111678	0.0101245732905879
AT1G22230	0.442077751424984	0.0101312083747779
AT4G24240	0.376804242639685	0.010170833289449
AT1G48800	-2.21568084924886	0.0101854343598988
AT1G78940	-0.79531183370972	0.0101888355394601
AT3G63000	0.295803237760419	0.0101934115928884
AT1G03457	0.528708255655701	0.0101989495523447
AT5G46080	0.443797926842202	0.0102138299392494
AT1G06135	-1.34434521896736	0.0102187650987289
AT4G30460	-0.671027739444278	0.0102551715341398
AT4G04760	0.999363738191311	0.0102985336909501
AT1G20225	0.344687380639834	0.0103176760735715
AT2G02060	0.968076202503675	0.0103176760735715
AT4G00030	0.524449012925616	0.0103233567424818
AT5G24870	0.393722236008671	0.0103233567424818
AT1G14890	-0.473540628180831	0.0103826319238386
AT5G50020	0.34808824557416	0.0103826319238386
AT3G50930	-0.617307207185774	0.0104088256203126
AT4G13890	-0.892109096176876	0.0104565037018883
AT5G52950	0.645672962827958	0.0104739839303319
AT5G47850	-1.14226626713525	0.010515214659582
AT1G78820	-3.60784205950635	0.0105326995571736
AT4G18340	-0.495581486547012	0.0105859210838109
AT5G42970	-0.246465864375245	0.0106078690950679
AT5G64430	0.238175367121553	0.0106105214071326
AT5G52510	0.275077040373513	0.0107073786307395
AT5G63460	0.457457912547017	0.010709951546593
AT3G61400	0.586818045134097	0.0107197212291304
AT1G12730	-0.698404064814958	0.0107344690149863
AT2G35390	-0.489783585534525	0.0107392444849411
AT3G13000	0.495924299283935	0.0107450218420455
AT1G11400	0.319725085123233	0.0107457476880472
AT1G65060	0.405245955771805	0.0107485031277612
AT5G44350	-0.63830095428292	0.010844104411768
AT1G04290	1.63403410908239	0.0109011250218585
AT1G67148	-0.385962716411575	0.0109373553541137
AT1G15720	0.752216425224272	0.0109619785665363
AT1G29240	0.833183238160136	0.0109661555344654
AT2G28160	0.499938842400121	0.0111118597849027
AT4G15530	-1.03510227781412	0.0111153628227801
AT5G66790	-0.755341295615247	0.011293666472389
AT3G13080	-0.521407166909255	0.0113191259952137
AT1G74360	-0.54807332785854	0.0113371147565134
AT5G12170	-0.396806565161588	0.0113371147565134
AT1G62810	0.277453512136481	0.0113546038628977
AT3G14680	0.425885314086335	0.0113546038628977
AT3G19680	0.365801243674596	0.0113561098531708
AT3G49670	-0.352141144885185	0.0113561098531708
AT2G16740	-0.44940478283096	0.0114001671551026
AT3G22880	-0.66732966621638	0.0114476004193866
ATCG00340	-1.15504390462351	0.0114685458468006
AT5G07820	0.346127239057299	0.0114896919429191
AT3G27470	0.318641130178203	0.0115353392890805
AT2G38080	-0.63173896210154	0.0115679409634469
ATMG01370	1.10438122537475	0.0116312958473094
AT4G37290	-0.922066346498722	0.0117185030025104
AT2G39650	-0.551396454088091	0.0117340215988073
AT1G78210	0.708181067521185	0.0117584411233698
AT4G01250	0.999143186473334	0.0117934378920722
AT4G25030	-0.268099753581822	0.0118533973487902
AT2G01890	0.396523011149356	0.0118955524813508
AT3G26440	0.262899010414301	0.0119045257369607
AT5G26300	-0.900239649584755	0.0119045257369607
AT5G01650	-0.490886571221964	0.0119271833489535
AT1G21326	-1.04763990359354	0.0119293886907659
AT3G13600	-0.648755843143597	0.0119293886907659
AT3G19030	-0.737594828662865	0.0119708384956637
AT4G08380	-1.67715666585982	0.0119708384956637
AT5G17330	-0.252546883630206	0.0119955980819665
AT4G17250	-0.589163288836076	0.0121023228826327
AT3G52520	-0.986874562245242	0.0121058938711614
AT1G56430	-1.25244447319178	0.0121172864564891
AT5G66830	1.43396782398654	0.0121172864564891
AT3G20080	0.303144839195022	0.0122562258157531
AT4G22810	0.329584047255784	0.0123167867807597
AT1G49160	-0.621199132677328	0.0123422823091558
AT5G57660	0.439985509989929	0.0123466340259833
AT2G33710	-0.628656791829668	0.0123546473411776
AT2G20470	-1.54003145488972	0.0123999279861334
AT4G05150	0.266950791986128	0.0124196984009478
AT2G46630	-0.61263918116591	0.0124689550822332
AT1G18900	-0.387727395065815	0.0124913547086928
AT3G44490	-3.96761342037275	0.0126065442920004
AT1G21590	-0.353471599999298	0.0126789220843497
AT4G37900	-0.482261233517216	0.0127235410232277
AT3G13610	-0.265951754320371	0.0127655099836216
AT5G02200	1.02424543619704	0.0127655099836216
AT3G22890	-0.260109087385363	0.0127717254200411
AT1G57990	-0.668864056105555	0.0128102074150974
AT2G37750	0.510461027707434	0.0128551066560638
AT5G10280	0.570866549167596	0.0128701124179431
AT1G14860	0.535012229156789	0.0128749774935354
AT3G16530	-1.42203657524084	0.0128749774935354
AT1G59740	-0.774986896553213	0.0129375180131177
AT5G02940	-1.51136256565481	0.0129375180131177
AT3G60550	-0.612308599248009	0.0130846760556525
AT5G54300	0.730308307219876	0.0131588230343622
AT4G18170	-0.733131512075187	0.013172445985098
AT5G19890	-0.387973588012086	0.0131859214958951
AT5G65430	0.254650276139919	0.0131974369714778
AT1G62300	-0.369936491021999	0.0132474556286571
AT1G15030	-0.387577635889374	0.0133279717805005
AT1G06670	-0.17986957719452	0.0133574255338025
AT1G05770	-1.14472226203734	0.0133625203035029
ATCG00270	-1.00689522517288	0.0133781775921579
AT2G20562	-0.676131372000861	0.0135267711614788
AT1G21360	0.872786609761876	0.0136397577709869
AT4G00820	0.270477453861075	0.0137145428566148
AT5G49780	-0.531595727438767	0.0137145428566148
AT1G02360	-0.360354623883494	0.0138389395559005
AT1G67000	-0.841541534164102	0.0138389395559005
AT1G80940	0.352979304863558	0.0138389395559005
AT4G10520	-1.72730019763225	0.0138389395559005
AT3G03470	-0.614876316248032	0.0138444955915097
AT5G51190	-0.639186389603283	0.0139100950914052
AT5G46180	0.311126182991538	0.0139206461867532
AT4G33040	0.514019851458788	0.0139345415057041
AT1G61080	-0.741924184604252	0.0139447357456976
AT3G23550	-1.55627917508252	0.0139447357456976
AT5G44800	-0.195039441980944	0.0139447357456976
AT3G20590	-0.656662215559503	0.0139772292885972
AT1G14060	0.374978114313495	0.0139795472949405
AT1G48745	0.747720487731006	0.0139795472949405
AT5G49500	-0.504259324211361	0.0140767532326652
AT4G20000	-0.503957283113919	0.0140832074043525
AT4G08390	-0.186838089209261	0.0141045492579538
AT5G06980	0.551518008458286	0.0141045492579538
AT2G47550	-0.503422043442826	0.0141552717370261
AT1G04950	-0.325731503860061	0.0141849691858088
AT1G20650	0.662940941191407	0.0142193051202438
AT3G02790	-0.488895174185548	0.0142380472227003
AT5G67240	-0.228746443018479	0.0142682483450261
AT1G76080	-0.743264676824527	0.0142862170531035
AT5G53420	0.402791828949194	0.0143609900168822
AT3G55740	0.405742502725653	0.0145426150581524
AT1G76410	-1.43557202156728	0.0145426946635261
AT3G16850	0.312980046823926	0.0145426946635261
AT3G47810	0.237965854286632	0.0145721880044022
AT1G17860	-0.324509815036415	0.0145802545350151
AT5G40990	-0.69690542504483	0.014585122870152
AT3G56220	0.966723239922906	0.014805502575348
AT3G27400	-1.35534207884568	0.0148885219194524
AT4G03550	-0.28753256630764	0.0148897542447015
AT5G17700	0.957232615554797	0.0148897542447015
AT5G45800	0.445299823798431	0.0149192279505061
AT5G59550	-0.43696172200619	0.0149192279505061
AT5G24530	0.408418203639008	0.014961452318738
ATCG00360	-1.17238236798694	0.014961452318738
AT1G70590	0.480998439709507	0.0149939644727576
AT2G46750	-0.389255929948777	0.0150726446805381
AT2G38290	-0.308380024125795	0.0151534607793728
AT3G43190	0.607726743702248	0.0151691478906783
AT2G13895	3.9629425606543	0.0151857603491137
AT3G28920	0.831024559172799	0.0151857603491137
AT1G11870	-0.47228722782424	0.0154241380298988
AT5G16340	0.922758370847973	0.0154241380298988
ATMG01390	-0.342844628358858	0.0154860412825753
AT1G08670	0.849976259760894	0.0154988841577141
AT1G21100	-0.477694403106625	0.0154988841577141
AT4G36020	-0.274373228363062	0.0154988841577141
AT5G43270	0.528632939319208	0.0155496658767834
AT2G01530	0.44147953812823	0.015614553149004
AT5G49665	-0.358930251174622	0.015675235080003
AT1G12530	0.463265440073922	0.0156927185482695
AT5G59845	-1.43267080275329	0.0156945011941589
AT2G02780	0.445156158805567	0.0157527526957946
AT1G20780	-0.329762922702904	0.0157571237756716
AT1G26560	-1.09354796564597	0.0158051952554903
AT4G12070	0.310555879061073	0.0158051952554903
AT1G21270	-2.04719404352839	0.0159551730248477
AT5G46295	1.48391909126494	0.0159551730248477
AT1G74170	-0.543548941368021	0.0159892419605561
AT3G14720	0.288256249194671	0.0159892419605561
AT1G02305	0.297189239499975	0.0160898593516963
AT5G62130	0.571537959733931	0.01609850773627
AT4G39675	0.90989069797286	0.016112371827132
AT5G40720	-0.820215992072553	0.0162023153137213
AT5G59540	-0.534161251544669	0.0162095156491334
AT2G40900	-0.488423038847232	0.016226935777612
AT4G39640	-0.54331018468567	0.016226935777612
AT1G04370	-1.80822038945113	0.0162619018520713
AT1G15640	-0.90914395576323	0.0162619018520713
AT1G19990	-0.450036067888889	0.0162619018520713
AT1G52050	-0.611604333378509	0.0162619018520713
AT3G51530	-0.473826850113392	0.0162619018520713
AT3G14570	-0.466833856205648	0.0162667688910506
AT1G07160	-1.03642086790542	0.0163337471895383
AT3G26250	-4.43520400694531	0.0163337471895383
AT5G40020	-0.765710528119431	0.0163337471895383
AT5G38930	-3.44804939265978	0.0165391222763081
AT3G47720	2.98760662747658	0.0165923550374582
AT3G27770	0.373456999213861	0.0166851122985732
AT5G01350	0.315911798851904	0.0166851122985732
AT1G05880	-0.839386804368047	0.0168725839816211
AT1G23160	-1.89353686540976	0.0168725839816211
AT1G79680	-0.826478879733709	0.0168725839816211
AT1G58270	0.391067739665222	0.016876080177538
AT5G44530	-0.512605447862825	0.016876080177538
AT3G54640	-0.291922074835074	0.0169838978593153
AT3G44690	-0.546229875358313	0.0169999582927558
AT4G34500	0.407588390241458	0.0170121682658864
AT5G66080	0.585835776827976	0.0171731675693425
AT2G13550	0.538044770182857	0.0171739927726819
AT1G21520	-0.688222791357755	0.0171826528243467
AT2G29320	0.899776777544097	0.0171826528243467
AT3G16860	-0.481775282007859	0.0173231077069924
AT3G28200	0.430866044489978	0.0173231077069924
AT3G46490	4.8205299590033	0.017375028895307
AT5G05960	-0.493722947375494	0.0174014427470061
AT3G11820	-0.387442334242029	0.0174554204705148
AT3G63210	0.305264670720986	0.0175901360137171
AT3G06080	0.438283625935649	0.0176269643278918
AT3G46530	0.684353333909899	0.0176379164073682
AT1G17560	0.590889488012692	0.0176569164211113
AT5G01075	-3.27220259476334	0.0176569164211113
AT2G29130	-1.09527874625096	0.0177119706669375
AT4G15500	0.468605239878495	0.0178156989427377
AT3G60270	-0.42713234656807	0.0178281085111921
AT5G03860	1.08015700468151	0.0178463293065241
AT2G41370	0.639680532657476	0.0178604131372
AT1G20880	0.519321895574296	0.0179185627717153
AT2G34020	0.302922825758498	0.0179185627717153
AT3G43670	0.555831934827604	0.0179185627717153
AT4G22640	-0.707891425883829	0.0179185627717153
AT3G24020	0.51094325759823	0.0179905285990954
AT3G48660	1.0294371982707	0.018092978069849
AT5G65050	0.352374899600231	0.0181241156011347
AT5G59490	0.723731831879635	0.0182497768731391
AT2G27550	-0.539465498550094	0.0182638551543195
AT1G09230	-0.418615404646039	0.0183035224182628
AT1G74460	0.2790515826341	0.0183118178796713
AT4G16760	-0.214116028601636	0.018416686058888
AT1G74750	-0.462957613781257	0.0184234509109647
AT5G65390	0.384795904286655	0.0185627585975491
AT3G49845	-0.5839059495003	0.0185710508589075
AT5G44100	0.20255021338302	0.0185710508589075
AT2G24270	-3.92600497546646	0.0186577506660864
AT4G36880	-0.494112720965193	0.0186577506660864
AT1G61340	-0.841371421030889	0.0186628858466711
AT2G37650	-0.620087072262531	0.0186628858466711
AT3G27030	0.525194243100141	0.0186628858466711
AT3G50070	0.350382215621487	0.0186628858466711
AT2G32190	-0.615545059046662	0.0188017870618194
AT5G51970	-0.31106592661899	0.0189020744179009
AT2G28400	-0.613002125373367	0.0189798730736953
AT1G58225	-4.61325720668449	0.0190535311190881
AT3G12230	-1.65075503084908	0.019139551116223
AT5G63560	0.411295583113595	0.0191528863661571
AT5G02290	-0.381460779766853	0.0192249189700389
AT5G27230	-1.18811186428067	0.0192489200702987
AT5G53500	0.525548613890113	0.0195111862856119
AT2G41410	-0.252461518728567	0.019534038279392
AT1G58170	-0.444943720452634	0.0195521284514113
AT5G01980	-0.289363013254378	0.0198104196282477
AT5G43650	-2.28124319730353	0.0199041327606542
AT1G11170	0.637950980642652	0.0202123127271537
AT1G07960	0.33230495999315	0.020233976768036
AT5G36130	1.06146597246808	0.020233976768036
AT3G28540	-0.847267416414659	0.0202357128633407
AT3G18280	-0.321815114797549	0.020309682257327
AT1G73160	0.62485915679291	0.0203143973834062
AT5G15870	-0.255873826225146	0.0203145016069203
AT5G64830	0.465426543092181	0.0203266912938011
AT3G54810	0.23291135650685	0.0204491425268129
AT3G25930	0.370310955204401	0.0206297636879504
AT5G51460	0.37937283841928	0.0206697173129918
AT2G48080	0.520219110110959	0.0207821560166478
AT3G46190	-2.60622687255961	0.0207821560166478
AT3G42180	0.545334939254137	0.0208272556693547
AT1G78476	-0.989115440802918	0.0208733931308647
AT1G15010	-1.25719736432697	0.0209892813775903
AT3G48690	-0.293411937902495	0.0210087053969154
AT5G64330	-0.334779447604454	0.0210087053969154
AT3G51540	-0.707458830204609	0.0210169445815274
AT5G52800	-1.01071457482522	0.0210925763306573
AT5G55910	0.231511778006151	0.021252003764001
AT1G13600	-0.782123742973641	0.0214460033637843
AT1G14640	-0.814584774816894	0.0214460033637843
AT5G47220	-0.75054646793029	0.0214460033637843
AT5G37590	0.441960894838959	0.0217080899855968
AT5G24165	-0.496612575163696	0.0217300825958019
AT4G37295	-1.53364300730185	0.0218676795299238
AT1G03230	-0.331938783395334	0.0219409075755458
AT1G28190	-0.791990429543402	0.0220264422386081
AT2G17700	0.286250373118131	0.0220502523496164
AT5G58430	-0.242656990442547	0.0220933174504265
AT3G16800	0.313457666955983	0.0221617881790013
AT3G01290	-0.356342896038514	0.0221681462693165
AT3G62860	0.43794018721833	0.0222069352120423
AT5G60300	0.29394630367199	0.0222719585431547
AT3G45780	0.567725987048644	0.0225139381841673
AT4G25100	-1.08247166517792	0.0225859347246238
AT5G43020	0.41944080170125	0.0225940678412799
AT2G21850	0.327362660066652	0.0226242231952775
AT3G09405	-0.735785051701611	0.0226303534221199
AT1G07890	-0.198973200548279	0.0226643580495412
AT5G39040	-0.273438897667586	0.0226643580495412
AT3G29100	-0.699063421755086	0.0226720463007383
AT5G24600	-0.953154942911167	0.0226848242402051
AT3G27360	0.653678035613589	0.0227641730412971
AT1G21170	-0.227616197931873	0.0228444507614395
AT4G24160	-0.370454611865637	0.0228563096008806
AT5G45100	-0.302209300256056	0.0228768955362468
AT1G16570	0.372030781299959	0.0230518154779823
AT3G26220	1.24079418572228	0.0230731056433697
AT2G04190	-3.06243509329936	0.0231608508944377
AT5G52690	-1.07983714695664	0.0232610148138131
AT3G11340	0.305622520238027	0.0234339211843971
AT2G05350	3.74595246553556	0.0235894956185747
AT3G27210	0.370514007849124	0.023617485818144
AT1G72150	0.31189568206235	0.0238237423522259
AT1G68500	1.15561959080108	0.0238424402032245
AT4G33420	-0.422391558894496	0.0238808402818485
AT4G20840	-0.450011853237392	0.0240004520998408
AT3G55840	-0.95188627279842	0.0240866617808246
AT2G14247	1.98758381464958	0.0240939760247652
AT4G22070	-0.652873067449667	0.0240947290336625
AT5G35180	-0.203156698216063	0.0241200207023798
AT2G03530	-0.663345549788614	0.024141432587915
AT1G28960	0.332006855529082	0.0241980733903991
AT2G35060	0.329580758015836	0.0242568860555952
AT3G45930	0.542389727237202	0.0242568860555952
AT3G25610	-0.485507187695583	0.0242855908127793
AT1G18320	1.52170087784354	0.0243165727532886
AT2G32200	-2.5851224291798	0.0243165727532886
AT3G05650	-2.74723084406478	0.0245345361714989
AT5G19040	-0.842132226987093	0.0245520091951524
AT2G14878	0.601270892102594	0.0245625657293139
AT3G61270	0.298776682790376	0.0245625657293139
AT4G22670	-0.195465021351088	0.0245625657293139
AT5G66640	-1.01175403380471	0.0246132192784397
AT3G22142	-2.92223769486053	0.0247016580218508
AT4G37790	-0.298909756567275	0.0247223647078404
AT2G02620	0.846741377704706	0.0248789455256319
AT3G48390	-1.2875264327755	0.0248801439572709
AT1G79320	0.842562814295431	0.0249222513444026
AT5G59450	-0.353763603146154	0.0249303284020244
AT1G01480	-0.861588999919987	0.0251440164176816
AT1G22500	0.510347460913855	0.0251440164176816
AT5G28630	-0.76393233705087	0.0253797531651758
AT3G20570	-0.57532569697298	0.0255031662386663
AT3G09710	0.428350430042551	0.0258401599556783
AT4G26640	-0.321060113162603	0.0259595741168923
AT5G66780	-1.6648004755682	0.0259595741168923
AT3G19010	-0.344643163233245	0.0262185390780414
AT2G40000	-0.666509121936993	0.026253566120336
AT3G55120	-0.297658908652533	0.026253566120336
AT1G08290	-0.635592216016654	0.0263681122490675
AT1G01010	-0.258216388933034	0.0263783492095358
AT4G35060	0.319547069486573	0.0264410741667736
AT1G72230	0.376283916480144	0.0264696280984281
AT1G55350	-0.205725567732774	0.0265151403790317
AT5G66820	0.283724666168378	0.0265400056940193
AT1G69930	-2.72167339333374	0.0267136473992451
AT4G01380	-1.4935991801078	0.0269430827696111
AT2G45300	-0.228748602355123	0.0271404548330137
AT3G24460	0.398055479702586	0.0271639630810833
AT4G38340	0.448614169424688	0.0271639630810833
AT3G03660	-0.780146529479137	0.0272446477970857
AT5G05890	0.352224632077164	0.0272446477970857
AT3G42860	0.615214048662909	0.0273008363796887
AT3G52500	-0.317400003752544	0.0274724126851616
AT1G10480	-0.453840706928641	0.0275106704141008
AT2G46680	0.482474622705041	0.0275106704141008
AT3G13330	-0.214159088287206	0.0275106704141008
AT3G48680	0.268875795688721	0.0275555235928399
AT5G10970	0.60255051790692	0.0276927667013166
AT5G25170	-0.457343441730833	0.0277464129863012
AT5G48412	0.541427417623019	0.0277827141252733
AT1G22540	0.459288488345974	0.027794481039828
AT4G12570	0.303346585439138	0.0278902775437613
AT1G32960	-0.94202729890717	0.027931719228526
AT3G46950	-0.544276440428018	0.0281509116594071
AT1G04570	-0.833264105180566	0.02819393954909
AT3G51480	0.523322203691166	0.0282659878666806
AT3G52920	0.307446782894289	0.0282847622676706
AT5G25930	-0.480194887200589	0.0282847622676706
AT1G24620	0.639671944656638	0.0283935243422585
AT1G59620	-0.95888693792735	0.0283935243422585
AT3G49580	1.11370197728754	0.0283985388889315
AT3G02360	-0.198387318106013	0.0284308777707791
AT1G27300	0.339876701886563	0.0285862977165359
AT2G34470	0.218553918275351	0.0285862977165359
AT5G02320	-0.542342343843755	0.0285862977165359
AT5G08790	-0.453637333592322	0.0285862977165359
AT4G23680	-0.701186514825186	0.0286140380444943
AT1G77310	0.540853186023586	0.028687799380686
AT5G55120	-0.266318810183456	0.028687799380686
AT3G52535	1.57273202639342	0.0287865286660953
AT2G24720	-0.530794625017154	0.0288992187159039
AT1G58602	-1.26198708133594	0.0289014444467785
AT3G27490	0.840436694972641	0.0289460277096828
AT4G17030	-0.629537537669954	0.0290181431423576
AT5G10410	-0.43624299879566	0.0290803185945862
AT5G65640	0.36784677343205	0.0291062846685442
AT3G61420	0.355091426756909	0.0292595193398397
AT2G44460	-1.92235435800987	0.0292699663279552
AT1G48100	1.23162816651409	0.0292952732834433
AT4G18425	-0.782617367795054	0.0292952732834433
AT3G52190	0.376666495203709	0.0293631900751744
AT3G57170	0.386029779215924	0.0293631900751744
AT4G12720	-0.38702179671079	0.0293631900751744
AT4G39670	-0.668326332436729	0.0295250716505742
AT2G34140	-0.562506222375917	0.0295587167421849
AT1G18390	-0.302942841669474	0.0296447682342257
AT5G43450	-0.893129118412725	0.0298405513948379
AT1G67160	-0.955037669077387	0.0300360625824776
AT2G18690	-0.480367390245305	0.0300360625824776
AT1G19730	0.493559625518943	0.0300874346705544
AT5G08500	-0.265083097488792	0.0303173011038491
AT5G62940	-0.802102293195772	0.0303529592841656
AT1G01090	0.224121797854854	0.0304289287963047
AT4G34390	-0.382908320802391	0.0307572446335239
AT5G60990	-0.287212093276189	0.0307572446335239
AT1G62262	0.568864723863069	0.030792842825696
AT1G77885	0.401805498597598	0.0307937333308194
AT5G38420	-7.82311698718269	0.0307937333308194
AT2G10940	-4.94870962661523	0.0308289795559778
AT1G63800	0.369052702781543	0.0309089603444782
AT1G75380	0.298692371616591	0.0309301551853097
AT4G19925	-0.993610667887497	0.0310703293910912
AT2G22000	0.487391794424662	0.0312442777546548
AT1G15900	-1.43918091503061	0.0312464323144672
AT1G17830	-0.767233734753896	0.0312464323144672
AT5G47720	-0.256820873532309	0.031323277424258
AT5G58660	0.760095512020793	0.031323277424258
AT5G38200	-0.758433859491734	0.0314222958622412
AT1G17880	0.238384390068399	0.0314994997874569
AT5G65840	0.420301373894618	0.0314994997874569
AT5G50360	-2.57353472307206	0.0315858876618765
AT1G78840	-2.17262497988282	0.031591653680803
AT1G65970	-0.552829586412069	0.0316216558854555
AT5G51760	1.95281902006979	0.0316278085604475
AT1G80840	-1.28982623896795	0.0316522392717143
AT2G37090	-0.613329309816791	0.0316522392717143
AT3G17790	-1.04092643592993	0.0316742093866614
AT1G27730	-0.561173270173351	0.0317142870087089
AT2G28720	0.30097337286723	0.0317142870087089
AT5G66520	1.58880808146271	0.0317142870087089
AT2G19810	0.629394550392427	0.031746977755289
AT4G26270	-0.336044881302284	0.031746977755289
AT5G65925	0.75452980284327	0.031746977755289
AT2G22140	1.62127194924171	0.0317964399333978
AT3G63010	0.25546682590021	0.0319628570500609
AT5G61020	-0.173269422911525	0.0319628570500609
AT4G35110	-0.369373747662578	0.0321278917827311
AT1G12630	2.08677420181671	0.0321917486654201
AT5G64560	0.437725874591656	0.0322635174229832
AT1G01660	-0.942900342472226	0.0322810152283578
AT5G49540	0.290335148578046	0.0322810152283578
AT2G28270	-2.18520173219704	0.0323602795715002
AT1G50060	-0.511514109108657	0.0324605350427946
AT5G44690	-1.75498564156316	0.0324676874373843
AT4G30280	-0.65139759619707	0.0326039263213691
AT1G04635	-0.858952847097812	0.0327131086169076
AT3G09950	0.904689647135808	0.0327131086169076
AT1G11450	-0.601032471456884	0.0328608574776192
AT1G43800	1.34019718406306	0.0329469492030484
AT1G64200	0.349392499716782	0.0329469492030484
AT3G29330	1.24365355965979	0.0329469492030484
